gene	earlyCount	lateCount	pVal	pVal.adj	percentChange	logChange	plotScore	geneLabel
DHX9	53	7	0.2416339092663016	0.8189719847813546	-40.66568315345394	0.753061345520357	0.19970540233029999	
SMG5	62	9	0.2822178503029402	0.8189719847813546	-34.78693747510952	0.6167671219593249	0.19970540233029999	
CDC42	131	22	0.2501700865640743	0.8189719847813546	-24.55418381344307	0.4064871959149153	0.19970540233029999	
ARMH3	243	45	0.2536413849162279	0.8189719847813546	-16.80638114108622	0.2654552202908685	0.19970540233029999	
STAMBPL1	52	7	0.23986076274114262	0.8189719847813546	-39.52463859871267	0.7255806090982501	0.19970540233029999	
FAM149B1	39	5	0.3285108285560621	0.8189719847813546	-42.404417713059694	0.7959699369896482	0.19970540233029999	
RDX	108	18	0.2522362333585192	0.8189719847813546	-25.12574302697759	0.4174583137359184	0.19970540233029999	
TMEM80	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
MICAL2	44	6	0.2786887444362989	0.8189719847813546	-38.73924429479985	0.7069649309309031	0.19970540233029999	
SLC11A2	55	8	0.32778770646224276	0.8189719847813546	-34.65519391445318	0.6138555265394217	0.19970540233029999	
BIN2	93	15	0.2639213202750978	0.8189719847813546	-27.541041639010576	0.46476402851427506	0.19970540233029999	
MTMR6	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
ARID4A	89	14	0.25188724602122536	0.8189719847813546	-29.33216195804626	0.5008743219235556	0.19970540233029999	
RORA-AS1	75	12	0.33224193167784505	0.8189719847813546	-28.12071330589849	0.47635200278948686	0.19970540233029999	
GSPT1	68	10	0.24270882787906847	0.8189719847813546	-33.93447914145082	0.5980305593777393	0.19970540233029999	
USP10	67	10	0.3016186882893957	0.8189719847813546	-32.94842659132322	0.5766569085851723	0.19970540233029999	
SGF29	67	10	0.3016186882893957	0.8189719847813546	-32.94842659132322	0.5766569085851723	0.19970540233029999	
PHKG2	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
BRD7	37	5	0.3257267247172056	0.8189719847813546	-39.2911429948467	0.7200210837563494	0.19970540233029999	
RPAIN	23	2	0.297575680502461	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
MFSD11	204	37	0.2445743724465536	0.8189719847813546	-18.51919094112267	0.2954677893573077	0.19970540233029999	
KSR1	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
MED13	240	45	0.28435674378000864	0.8189719847813546	-15.766460905349792	0.24753331229360587	0.19970540233029999	
CDC37	23	2	0.297575680502461	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
ZNF91	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
NAPSA	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
B3GNT3	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
DCAF17	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
GLS	112	19	0.30936635132674384	0.8189719847813546	-23.78870272388791	0.39192322162878074	0.19970540233029999	
IFT172	30	3	0.2577944760013346	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
LY75-CD302	46	6	0.2808971309494003	0.8189719847813546	-41.40275541241725	0.7710952683506188	0.19970540233029999	
ITGA4	85	13	0.2395484376447626	0.8189719847813546	-31.29185830710886	0.5414470310113717	0.19970540233029999	
XRCC5	57	8	0.26166784600705884	0.8189719847813546	-36.94799412798114	0.6653858271795038	0.19970540233029999	
CHD6	109	18	0.2522512288004191	0.8189719847813546	-25.81266281572092	0.4307551363493762	0.19970540233029999	
NFATC2	54	8	0.32597962673005215	0.8189719847813546	-33.44510491286898	0.5873833151782306	0.19970540233029999	
RTEL1-TNFRSF6B	62	9	0.28221182952038754	0.8189719847813546	-34.78693747510952	0.6167671219593249	0.19970540233029999	
TTI1	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
STAU1	121	21	0.3289311128156824	0.8189719847813546	-22.0317654661089	0.3590416275105963	0.19970540233029999	
LINC00649	46	6	0.280900365007293	0.8189719847813546	-41.40275541241725	0.7710952683506188	0.19970540233029999	
CERK	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
PLA2G6	49	7	0.30324032162497705	0.8189719847813546	-35.82206545169508	0.6398507350723661	0.19970540233029999	
WBP2NL	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
RUBCN	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
RASSF1	33	4	0.29213276128285237	0.8189719847813546	-45.545994928710975	0.8768899323732154	0.19970540233029999	
CMTM8	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
GLB1	44	6	0.2786887444362989	0.8189719847813546	-38.73924429479985	0.7069649309309031	0.19970540233029999	
MANBA	37	5	0.3257267247172056	0.8189719847813546	-39.2911429948467	0.7200210837563494	0.19970540233029999	
USP53	74	11	0.261204135715356	0.8189719847813546	-33.22025729433136	0.5825175600064145	0.19970540233029999	
PLK4	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
WWC2	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
EMB	46	6	0.280900365007293	0.8189719847813546	-41.40275541241725	0.7710952683506188	0.19970540233029999	
IL6ST	98	16	0.2761587445220057	0.8189719847813546	-26.653789087651525	0.44720565712997035	0.19970540233029999	
ZFR	71	11	0.3172734901278418	0.8189719847813546	-30.398578025077764	0.5228113138821471	0.19970540233029999	
TTC37	90	14	0.2534147822457212	0.8189719847813546	-30.11736015851242	0.5169939872868325	0.19970540233029999	
NAPEPLD	23	2	0.297575680502461	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
FBXL18	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
USP42	56	8	0.2608487669585341	0.8189719847813546	-35.82206545169508	0.6398507350723663	0.19970540233029999	
SMC2	88	14	0.25138900161927463	0.8189719847813546	-28.529118343933153	0.48457250959445497	0.19970540233029999	
KIAA2026	115	20	0.31822246107898783	0.8189719847813546	-21.87034054988967	0.356057769071775	0.19970540233029999	
PUDP	38	5	0.3258665784655335	0.8189719847813546	-40.88874449498231	0.7584952315709852	0.19970540233029999	
MARCH5	34	4	0.29378773644409445	0.8189719847813546	-47.14758331316066	0.9199586542651016	0.19970540233029999	
FOXO1	68	10	0.24270882787906847	0.8189719847813546	-33.93447914145082	0.5980305593777393	0.19970540233029999	
SLC39A9	28	3	0.2537208488911618	0.8189719847813546	-51.86654908877131	1.05488823435121	0.19970540233029999	
MAST4	101	17	0.2870710639170631	0.8189719847813546	-24.384413750016986	0.40324445451621765	0.19970540233029999	
UBE2H	114	19	0.2626319182658384	0.8189719847813546	-25.12574302697759	0.4174583137359184	0.19970540233029999	
TAF12	61	9	0.2806795849451359	0.8189719847813546	-33.717870876340825	0.5933081491353359	0.19970540233029999	
CA6	53	8	0.32591585931304395	0.8189719847813546	-32.18935217537594	0.5604162675779614	0.19970540233029999	
SLK	120	21	0.3279855818339466	0.8189719847813546	-21.38203017832648	0.34706898584452056	0.19970540233029999	
PRKCQ	99	16	0.2776103298133709	0.8189719847813546	-27.394659904947975	0.46185243309437174	0.19970540233029999	
HK1	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
SETDB2	53	7	0.24162980455529415	0.8189719847813546	-40.66568315345394	0.753061345520357	0.19970540233029999	
UBAC2	206	38	0.28280585594784347	0.8189719847813546	-17.129463156072287	0.271068826754395	0.19970540233029999	
ARHGAP17	53	8	0.32591585931304395	0.8189719847813546	-32.18935217537594	0.5604162675779614	0.19970540233029999	
PSKH1	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
CRLF3	52	7	0.23986076442086718	0.8189719847813546	-39.52463859871267	0.7255806090982501	0.19970540233029999	
MSI2	85	13	0.2395484376447626	0.8189719847813546	-31.29185830710886	0.5414470310113717	0.19970540233029999	
RNF43	74	11	0.261204135715356	0.8189719847813546	-33.22025729433136	0.5825175600064145	0.19970540233029999	
MAFG	38	5	0.3258665784655335	0.8189719847813546	-40.88874449498231	0.7584952315709852	0.19970540233029999	
ZNF234	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
ZNF587B	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
EIF2S2	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
CABIN1	136	24	0.30752318218192526	0.8189719847813546	-20.721374969740985	0.33499615354394546	0.19970540233029999	
ZC3H7B	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
DMC1	95	16	0.32727389381738325	0.8189719847813546	-24.337592953577357	0.40235142134571	0.19970540233029999	
SLMAP	73	11	0.2593258446803077	0.8189719847813546	-32.3054662983633	0.5628887532574818	0.19970540233029999	
TATDN2	73	11	0.2593258446803077	0.8189719847813546	-32.3054662983633	0.5628887532574818	0.19970540233029999	
TRIM41	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
NCOA7	53	8	0.3259174526375381	0.8189719847813546	-32.18935217537594	0.5604162675779614	0.19970540233029999	
SRPK2	74	12	0.33152902654345523	0.8189719847813546	-27.149371593816042	0.4569866779225558	0.19970540233029999	
FAM129B	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
ABCB10	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
ITGB3BP	33	4	0.29213276128285237	0.8189719847813546	-45.545994928710975	0.8768899323732154	0.19970540233029999	
IFI44L	55	8	0.32778770646224276	0.8189719847813546	-34.65519391445318	0.6138555265394217	0.19970540233029999	
BUD13	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
DERA	39	5	0.3285108285560621	0.8189719847813546	-42.404417713059694	0.7959699369896482	0.19970540233029999	
USP5	53	8	0.32591585931304395	0.8189719847813546	-32.18935217537594	0.5604162675779614	0.19970540233029999	
BCL11B	39	5	0.3285108285560621	0.8189719847813546	-42.404417713059694	0.7959699369896482	0.19970540233029999	
ZC3H14	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
KIF23	29	3	0.25411222028003594	0.8189719847813546	-53.52632325812402	1.105514307421178	0.19970540233029999	
RAI1	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
SPOP	198	36	0.2722475968228848	0.8189719847813546	-18.318992393066466	0.2919274316520594	0.19970540233029999	
YPEL2	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
ZNF585B	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
RNF144A	40	5	0.250960785424437	0.8189719847813546	-43.844307270233195	0.8324958130147622	0.19970540233029999	
DSTN	41	5	0.2522334729818788	0.8189719847813546	-45.21395831242263	0.8681197227454834	0.19970540233029999	
IFNAR1	34	4	0.29378773644409445	0.8189719847813546	-47.14758331316066	0.9199586542651016	0.19970540233029999	
PDE9A	23	2	0.297575680502461	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
RNF185	34	4	0.29378773644409445	0.8189719847813546	-47.14758331316066	0.9199586542651016	0.19970540233029999	
LOC439933	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
UBE2K	40	5	0.250960785424437	0.8189719847813546	-43.844307270233195	0.8324958130147622	0.19970540233029999	
LYRM7	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
CTC-338M12.4	74	12	0.3315295143339848	0.8189719847813546	-27.149371593816042	0.4569866779225558	0.19970540233029999	
TRIM52	46	6	0.28089921579203325	0.8189719847813546	-41.40275541241725	0.7710952683506188	0.19970540233029999	
TTC33	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
ZNF622	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
C6orf48	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
CUL9	85	14	0.30205868204143016	0.8189719847813546	-26.006616638424916	0.4345318270948598	0.19970540233029999	
AKIRIN2	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
FAM120B	37	5	0.3257267247172056	0.8189719847813546	-39.2911429948467	0.7200210837563494	0.19970540233029999	
GKAP1	41	5	0.2522334729818788	0.8189719847813546	-45.21395831242263	0.8681197227454834	0.19970540233029999	
NOTCH1	125	21	0.24008776781870766	0.8189719847813546	-24.526748971193417	0.40596267489808885	0.19970540233029999	
LIX1L-AS1	30	3	0.25779007980262	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
HORMAD1	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
IQGAP3	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
EIF2D	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
WBP11	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
ERVK13-1	44	6	0.2786887444362989	0.8189719847813546	-38.73924429479985	0.7069649309309031	0.19970540233029999	
VPS35	28	3	0.2537208488911618	0.8189719847813546	-51.86654908877131	1.05488823435121	0.19970540233029999	
C16orf87	40	5	0.250960785424437	0.8189719847813546	-43.844307270233195	0.8324958130147622	0.19970540233029999	
CNTROB	119	21	0.32780965680808105	0.8189719847813546	-20.721374969740992	0.33499615354394546	0.19970540233029999	
DSCAS	15	1	0.33432083933820156	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
DSC1	15	1	0.33432083933820156	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
PDCD2L	55	8	0.32778770646224276	0.8189719847813546	-34.65519391445318	0.6138555265394217	0.19970540233029999	
UBE2M	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
CRLS1	33	4	0.29213276128285237	0.8189719847813546	-45.545994928710975	0.8768899323732154	0.19970540233029999	
TMEM267	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
SLC16A10	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
LINC02570	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
HACD4	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
RCN3	33	4	0.29213276128285237	0.8189719847813546	-45.545994928710975	0.8768899323732154	0.19970540233029999	
EIF3I	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
RFX2	181	33	0.28990670476563346	0.8189719847813546	-18.093354250505875	0.28794758073951404	0.19970540233029999	
PSORS1C3	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
ARMC1	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
CARNS1	46	6	0.280900365007293	0.8189719847813546	-41.40275541241725	0.7710952683506188	0.19970540233029999	
NDUFS7	30	3	0.25779374114290227	0.8189719847813546	-55.075445816186566	1.1544239079021246	0.19970540233029999	
FLAD1	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
LOC100288069	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
GIN1	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
CAP1	73	11	0.2593258446803077	0.8189719847813546	-32.3054662983633	0.5628887532574818	0.19970540233029999	
NEURL4	56	8	0.2608487669585341	0.8189719847813546	-35.82206545169508	0.6398507350723663	0.19970540233029999	
GRAMD1A	49	7	0.30324032162497705	0.8189719847813546	-35.82206545169508	0.6398507350723661	0.19970540233029999	
ZNF823	28	3	0.2537208488911618	0.8189719847813546	-51.86654908877131	1.05488823435121	0.19970540233029999	
FBXO46	49	7	0.30324032162497705	0.8189719847813546	-35.82206545169508	0.6398507350723661	0.19970540233029999	
C8orf82	14	1	0.333054865144056	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
CTPS2	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
WDR74	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
ENO2	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
SHMT1	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
DESI1	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
IFFO2	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
ASB16-AS1	14	1	0.3330529371179698	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
REXO1	41	5	0.25223362109639463	0.8189719847813546	-45.21395831242263	0.8681197227454834	0.19970540233029999	
CCDC142	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
IRF4	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
STAT6	41	5	0.2522334729818788	0.8189719847813546	-45.21395831242263	0.8681197227454834	0.19970540233029999	
PROSER1	28	3	0.2537208488911618	0.8189719847813546	-51.86654908877131	1.05488823435121	0.19970540233029999	
SMG9	38	5	0.3258665784655335	0.8189719847813546	-40.88874449498231	0.7584952315709852	0.19970540233029999	
ADGRE4P	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
SSB	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
HIBCH	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
CDC45	38	5	0.3258665784655335	0.8189719847813546	-40.88874449498231	0.7584952315709852	0.19970540233029999	
ATP5PB	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
TRAF3IP3	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
NOMO3	23	2	0.297575680502461	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
RABL3	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
CSRNP3	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
SEMA7A	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
APEH	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
RPL28	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
DCAF11	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
LOC105370526	53	8	0.32591912110505766	0.8189719847813546	-32.18935217537594	0.5604162675779614	0.19970540233029999	
TMIGD2	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
GEMIN7-AS1	15	1	0.33432083933820156	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
CPT1B	33	4	0.29213403172261737	0.8189719847813546	-45.545994928710975	0.8768899323732154	0.19970540233029999	
TJAP1	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
SNAP47	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
CKAP2L	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
PRDM4	23	2	0.29757250732657414	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
LOC101929162	23	2	0.29757250732657414	0.8189719847813546	-60.93517027494484	1.356057769071775	0.19970540233029999	
ZNF567	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
MIATNB	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
ZFYVE28	22	2	0.29247068953150773	0.8189719847813546	-59.15949619653323	1.2919274316520595	0.19970540233029999	
LINC01258	14	1	0.33305325840863903	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
ASF1A	14	1	0.33305518654755034	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
MTM1	54	8	0.32597962673005215	0.8189719847813546	-33.44510491286898	0.5873833151782306	0.19970540233029999	
NACA	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
CTIF	21	2	0.2917854123061797	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
HAUS4	21	2	0.2917867542021669	0.8189719847813546	-57.214710301130054	1.2248132357935224	0.19970540233029999	
LINC01362	15	1	0.3343212161514899	0.8189719847813546	-70.05029721079103	1.7393864086232806	0.19970540233029999	
C16orf54	14	1	0.333053649580052	0.8189719847813546	-67.91103272584755	1.6398507350723663	0.19970540233029999	
PARP11	124	22	0.33700432839810485	0.8229712932265442	-20.295145802911634	0.32726050476434	0.19483395956159566	
ANAPC11	124	22	0.33700432839810485	0.8229712932265442	-20.295145802911634	0.32726050476434	0.19483395956159566	
EML4	124	22	0.33700432839810485	0.8229712932265442	-20.295145802911634	0.32726050476434	0.19483395956159566	
RBBP6	124	22	0.33700432839810485	0.8229712932265442	-20.295145802911634	0.32726050476434	0.19483395956159566	
NLRP1	125	22	0.3375777667395422	0.8235159512053893	-20.932784636488332	0.3388484790395518	0.19417235953942225	
LRP6	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
ARFGAP3	155	28	0.3394246241000743	0.8247466038501663	-18.845966635691834	0.30126529623139536	0.19267908667499337	
ZNF292	100	17	0.33934225688334485	0.8247466038501663	-23.628257887517155	0.3888891615391476	0.19267908667499337	
CD3E	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
TSFM	26	3	0.34229331863964113	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
KCTD2	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
ZC3H15	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
UBR2	490	99	0.33841656159683486	0.8247466038501663	-9.234063995968755	0.139777131937723	0.19267908667499337	
ZNF783	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
PTBP2	99	17	0.33872534464940546	0.8247466038501663	-22.856826149007226	0.3743895918440325	0.19267908667499337	
GBP5	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
CARS	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
CCDC15	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
HMGB1	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
DLGAP5	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
SPIRE2	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
LOC339192	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
ATR	99	17	0.33872534464940546	0.8247466038501663	-22.856826149007226	0.3743895918440325	0.19267908667499337	
TRIP6	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
NBEA	153	28	0.3383012350588705	0.8247466038501663	-17.785129598249895	0.2825287336498095	0.19267908667499337	
CDS2	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
GAL3ST4	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
FDFT1	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
ZNF37BP	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
PTER	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
ING4	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
PGPEP1	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
HSPBAP1	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
ARHGAP9	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
NAPA	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
THUMPD3-AS1	16	1	0.3421134363106394	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
FAM196B	16	1	0.3421114394584471	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
POLR2J4	16	1	0.34211353787414883	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
ABI3	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
SAR1B	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
CRISPLD1	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
DDX19A	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
RABEPK	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
ZNF624	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
LIN37	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
ZNF48	26	3	0.34229335264890315	0.8247466038501663	-48.16397594175372	0.9479730304346982	0.19267908667499337	
PI4K2A	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
ACTL6A	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
MCRIP1	16	1	0.34211413589474715	0.8247466038501663	-71.92215363511659	1.8324958130147622	0.19267908667499337	
